Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCD54,,Low Fat,0.050791,Household,142.7786,OUT019,1985,Small,Tier 1,Grocery Store,144.4786
FDF28,15.7,Regular,0.037865,Frozen Foods,124.1046,OUT046,1997,Small,Tier 1,Supermarket Type1,1120.541
FDD39,16.7,Low Fat,0.070552,Dairy,217.685,OUT017,2007,,Tier 2,Supermarket Type1,2163.85
NCN54,20.35,Low Fat,0.021326,Household,76.1328,OUT046,1997,Small,Tier 1,Supermarket Type1,772.328
NCO41,12.5,Low Fat,0.018955,Health and Hygiene,100.1384,OUT017,2007,,Tier 2,Supermarket Type1,2167.845
FDH45,15.1,Regular,0.105667,Fruits and Vegetables,41.6796,OUT046,1997,Small,Tier 1,Supermarket Type1,495.3552
NCD55,14,Low Fat,0.040725,Household,43.4454,OUT010,1998,,Tier 3,Grocery Store,41.9454
DRK35,8.365,Low Fat,0.072253,Hard Drinks,39.6506,OUT017,2007,,Tier 2,Supermarket Type1,834.9132
FDM25,10.695,Regular,0.061009,Breakfast,177.5712,OUT017,2007,,Tier 2,Supermarket Type1,2636.568
NCW30,5.21,Low Fat,0.011008,Household,259.5962,OUT035,2004,Small,Tier 2,Supermarket Type1,2848.958
FDU15,13.65,Regular,0,Meat,37.9532,OUT045,2002,,Tier 2,Supermarket Type1,575.2512
DRN35,8.01,Low Fat,0.070248,Hard Drinks,37.5532,OUT046,1997,Small,Tier 1,Supermarket Type1,1366.222
FDN28,5.88,Regular,0.030295,Frozen Foods,104.099,OUT049,1999,Medium,Tier 1,Supermarket Type1,412.796
NCK29,5.615,Low Fat,0.210512,Health and Hygiene,121.373,OUT010,1998,,Tier 3,Grocery Store,123.173
FDA49,19.7,LF,0.065023,Canned,87.0198,OUT049,1999,Medium,Tier 1,Supermarket Type1,697.7584
FDE40,,Regular,0.173588,Dairy,60.0194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388
FDD52,18.25,Regular,0.18358,Dairy,110.857,OUT049,1999,Medium,Tier 1,Supermarket Type1,1977.426
FDZ31,15.35,Regular,0.113678,Fruits and Vegetables,189.7504,OUT018,2009,Medium,Tier 3,Supermarket Type2,2492.755
FDA13,,Low Fat,0.078175,Canned,39.9506,OUT027,1985,Medium,Tier 3,Supermarket Type3,721.0614
FDU08,10.3,Low Fat,0.027293,Fruits and Vegetables,101.2042,OUT013,1987,High,Tier 3,Supermarket Type1,396.8168
FDU15,13.65,Regular,0.026602,Meat,35.1532,OUT046,1997,Small,Tier 1,Supermarket Type1,790.9704
FDD45,8.615,Low Fat,0.116227,Fruits and Vegetables,95.9436,OUT035,2004,Small,Tier 2,Supermarket Type1,2741.764
FDY50,5.8,Low Fat,0.131221,Dairy,87.8172,OUT045,2002,,Tier 2,Supermarket Type1,1070.606
FDD08,8.3,Low Fat,0.035409,Fruits and Vegetables,36.2506,OUT049,1999,Medium,Tier 1,Supermarket Type1,834.9132
NCE30,16,Low Fat,0,Household,210.4902,OUT045,2002,,Tier 2,Supermarket Type1,3610.633
FDB05,5.155,Low Fat,0.083328,Frozen Foods,247.2776,OUT049,1999,Medium,Tier 1,Supermarket Type1,5944.262
FDS09,8.895,Regular,0.081253,Snack Foods,49.8008,OUT045,2002,,Tier 2,Supermarket Type1,1062.617
FDZ07,15.1,Regular,0,Fruits and Vegetables,63.7194,OUT018,2009,Medium,Tier 3,Supermarket Type2,1362.227
FDS57,15.5,LF,0.103423,Snack Foods,144.847,OUT035,2004,Small,Tier 2,Supermarket Type1,1717.764
FDX28,6.325,Low Fat,0.125688,Frozen Foods,100.9042,OUT018,2009,Medium,Tier 3,Supermarket Type2,2083.288
FDN56,,Regular,0.187443,Fruits and Vegetables,145.8786,OUT019,1985,Small,Tier 1,Grocery Store,288.9572
FDX44,9.3,Low Fat,0.042958,Fruits and Vegetables,89.3172,OUT035,2004,Small,Tier 2,Supermarket Type1,2051.996
NCF19,,Low Fat,0.034939,Household,49.0034,OUT027,1985,Medium,Tier 3,Supermarket Type3,826.2578
NCA17,20.6,LF,0.045603,Health and Hygiene,149.2392,OUT018,2009,Medium,Tier 3,Supermarket Type2,4026.758
FDY40,15.5,Regular,0.085835,Frozen Foods,49.6692,OUT046,1997,Small,Tier 1,Supermarket Type1,788.3072
NCX54,9.195,Low Fat,0.048051,Household,105.6622,OUT035,2004,Small,Tier 2,Supermarket Type1,1693.795
FDK28,5.695,Low Fat,0.06559,Frozen Foods,258.2646,OUT046,1997,Small,Tier 1,Supermarket Type1,5410.957
FDI32,,Low Fat,0.173529,Fruits and Vegetables,113.2834,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376.969
FDT11,5.94,Regular,0.029492,Breads,188.0556,OUT018,2009,Medium,Tier 3,Supermarket Type2,938.778
FDO32,6.36,Low Fat,0.121225,Fruits and Vegetables,45.906,OUT017,2007,,Tier 2,Supermarket Type1,1118.544
DRJ01,,Low Fat,0.114475,Soft Drinks,160.9236,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255.73
FDW02,4.805,Regular,0,Dairy,123.9704,OUT045,2002,,Tier 2,Supermarket Type1,2253.067
NCK30,14.85,Low Fat,0.060928,Household,254.8698,OUT013,1987,High,Tier 3,Supermarket Type1,4819.726
NCM43,14.5,Low Fat,0.019459,Others,161.621,OUT013,1987,High,Tier 3,Supermarket Type1,2120.573
FDJ14,10.3,Regular,0.05007,Canned,77.896,OUT046,1997,Small,Tier 1,Supermarket Type1,1278.336
FDE59,12.15,Low Fat,0.062276,Starchy Foods,37.9532,OUT035,2004,Small,Tier 2,Supermarket Type1,1078.596
FDN10,11.5,Low Fat,0.046217,Snack Foods,120.3124,OUT045,2002,,Tier 2,Supermarket Type1,474.0496
NCC18,19.1,Low Fat,0.17727,Household,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,1724.422
FDN34,,Regular,0.080127,Snack Foods,168.7132,OUT019,1985,Small,Tier 1,Grocery Store,338.2264
FDU12,15.5,Regular,0.07606,Baking Goods,265.1568,OUT018,2009,Medium,Tier 3,Supermarket Type2,2109.254
FDR33,7.31,Low Fat,0.026789,Snack Foods,110.357,OUT046,1997,Small,Tier 1,Supermarket Type1,3185.853
FDP33,18.7,Low Fat,0.089198,Snack Foods,257.3672,OUT013,1987,High,Tier 3,Supermarket Type1,2045.338
FDT49,7,Low Fat,0.15128,Canned,107.028,OUT013,1987,High,Tier 3,Supermarket Type1,2876.256
FDK02,12.5,Low Fat,0.112203,Canned,121.144,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.128
NCM07,9.395,Low Fat,0.039962,Others,84.0908,OUT046,1997,Small,Tier 1,Supermarket Type1,419.454
FDX38,10.5,Regular,0.048207,Dairy,45.9376,OUT046,1997,Small,Tier 1,Supermarket Type1,575.2512
FDS56,5.785,Regular,0.064871,Fruits and Vegetables,262.1252,OUT010,1998,,Tier 3,Grocery Store,786.9756
FDU26,16.7,Regular,0.042685,Dairy,120.7782,OUT049,1999,Medium,Tier 1,Supermarket Type1,1072.604
FDR16,5.845,Regular,0.105181,Frozen Foods,214.4218,OUT049,1999,Medium,Tier 1,Supermarket Type1,5343.045
FDA58,9.395,Low Fat,0.103751,Snack Foods,235.8932,OUT046,1997,Small,Tier 1,Supermarket Type1,942.7728
FDI26,5.94,Low Fat,0.035029,Canned,179.8344,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249.041
FDU36,6.15,Low Fat,0.046262,Baking Goods,97.8384,OUT035,2004,Small,Tier 2,Supermarket Type1,2069.306
FDG60,20.35,Low Fat,0.060688,Baking Goods,234.2616,OUT035,2004,Small,Tier 2,Supermarket Type1,4687.232
FDH14,17.1,Regular,0.078348,Canned,141.8838,OUT010,1998,,Tier 3,Grocery Store,280.9676
FDQ37,,Low Fat,0.088828,Breakfast,192.2478,OUT027,1985,Medium,Tier 3,Supermarket Type3,7943.66
FDW23,5.765,Low Fat,0.081944,Baking Goods,36.7164,OUT013,1987,High,Tier 3,Supermarket Type1,849.5608
FDM03,12.65,Low Fat,0.123727,Meat,107.7938,OUT017,2007,,Tier 2,Supermarket Type1,2251.07
FDB58,10.5,reg,0.013485,Snack Foods,140.0154,OUT013,1987,High,Tier 3,Supermarket Type1,3119.939
FDR09,18.25,Low Fat,0.07766,Snack Foods,260.2962,OUT013,1987,High,Tier 3,Supermarket Type1,1035.985
FDR48,11.65,Low Fat,0,Baking Goods,149.8024,OUT018,2009,Medium,Tier 3,Supermarket Type2,1821.629
FDZ52,19.2,Low Fat,0.100075,Frozen Foods,110.2886,OUT046,1997,Small,Tier 1,Supermarket Type1,778.3202
DRD60,15.7,Low Fat,0.03729,Soft Drinks,182.7634,OUT049,1999,Medium,Tier 1,Supermarket Type1,3453.505
FDJ14,10.3,Regular,0.050029,Canned,80.096,OUT013,1987,High,Tier 3,Supermarket Type1,239.688
NCY29,13.65,low fat,0.077234,Health and Hygiene,56.893,OUT046,1997,Small,Tier 1,Supermarket Type1,1188.453
NCP41,16.6,Low Fat,0.016197,Health and Hygiene,108.8596,OUT013,1987,High,Tier 3,Supermarket Type1,970.7364
FDK46,9.6,Low Fat,0.051572,Snack Foods,258.462,OUT045,2002,,Tier 2,Supermarket Type1,4673.916
FDI48,11.85,Regular,0.055672,Baking Goods,50.5666,OUT013,1987,High,Tier 3,Supermarket Type1,922.7988
FDX48,,reg,0.066337,Baking Goods,154.1656,OUT019,1985,Small,Tier 1,Grocery Store,617.8624
NCI29,8.6,Low Fat,0.032672,Health and Hygiene,141.2154,OUT049,1999,Medium,Tier 1,Supermarket Type1,709.077
FDL51,20.7,Regular,0.047491,Dairy,213.9876,OUT046,1997,Small,Tier 1,Supermarket Type1,2143.876
FDU21,11.8,Regular,0.077154,Snack Foods,35.7558,OUT017,2007,,Tier 2,Supermarket Type1,577.2486
FDA08,,Regular,0.087693,Fruits and Vegetables,162.5526,OUT019,1985,Small,Tier 1,Grocery Store,328.9052
FDK03,12.6,Regular,0.074222,Dairy,255.9356,OUT018,2009,Medium,Tier 3,Supermarket Type2,4832.376
DRH39,20.7,Low Fat,0.092834,Dairy,77.667,OUT049,1999,Medium,Tier 1,Supermarket Type1,2220.443
NCR18,15.85,Low Fat,0.020571,Household,41.6112,OUT018,2009,Medium,Tier 3,Supermarket Type2,255.6672
NCX42,6.36,Low Fat,0.005979,Household,163.6526,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.168
FDR15,9.3,reg,0.03349,Meat,156.6314,OUT049,1999,Medium,Tier 1,Supermarket Type1,1241.051
FDN60,,Low Fat,0.16661,Baking Goods,157.6604,OUT019,1985,Small,Tier 1,Grocery Store,316.9208
FDH24,20.7,Low Fat,0.021552,Baking Goods,157.0288,OUT017,2007,,Tier 2,Supermarket Type1,2985.447
FDY50,,Low Fat,0.130322,Dairy,88.7172,OUT027,1985,Medium,Tier 3,Supermarket Type3,3301.036
FDT26,18.85,Regular,0.068059,Dairy,120.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,1797.66
NCC30,16.6,Low Fat,0.027574,Household,176.6344,OUT035,2004,Small,Tier 2,Supermarket Type1,2676.516
NCE43,12.5,low fat,0.103442,Household,170.8448,OUT046,1997,Small,Tier 1,Supermarket Type1,4942.899
DRK39,7.02,Low Fat,0,Dairy,83.825,OUT017,2007,,Tier 2,Supermarket Type1,1414.825
FDL16,12.85,Low Fat,0.168313,Frozen Foods,45.906,OUT013,1987,High,Tier 3,Supermarket Type1,885.514
FDQ36,7.855,Regular,0.162206,Baking Goods,36.2848,OUT018,2009,Medium,Tier 3,Supermarket Type2,1155.829
FDS34,19.35,reg,0.076745,Snack Foods,113.4518,OUT035,2004,Small,Tier 2,Supermarket Type1,1593.925
FDN32,17.5,Low Fat,0.015592,Fruits and Vegetables,184.8266,OUT045,2002,,Tier 2,Supermarket Type1,2766.399
FDZ23,17.75,Regular,0.06764,Baking Goods,187.624,OUT045,2002,,Tier 2,Supermarket Type1,1491.392
DRL49,13.15,Low Fat,0.056517,Soft Drinks,143.4812,OUT049,1999,Medium,Tier 1,Supermarket Type1,854.8872
FDG33,5.365,Regular,0.140214,Seafood,173.7764,OUT035,2004,Small,Tier 2,Supermarket Type1,4637.963
FDG04,13.1,Low Fat,0.006075,Frozen Foods,187.5898,OUT045,2002,,Tier 2,Supermarket Type1,2432.167
FDR04,7.075,Low Fat,0.022613,Frozen Foods,97.0068,OUT045,2002,,Tier 2,Supermarket Type1,1944.136
FDF52,9.3,LF,0.066771,Frozen Foods,180.5292,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.15
FDT36,12.3,Low Fat,0.186251,Baking Goods,37.2874,OUT010,1998,,Tier 3,Grocery Store,176.437
FDH17,16.2,Regular,0.016639,Frozen Foods,95.8726,OUT013,1987,High,Tier 3,Supermarket Type1,1076.599
NCL42,18.85,Low Fat,0.0406,Household,244.0144,OUT017,2007,,Tier 2,Supermarket Type1,5635.331
DRN35,8.01,Low Fat,0.070534,Hard Drinks,34.2532,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916
FDL21,,Regular,0.012512,Snack Foods,38.748,OUT019,1985,Small,Tier 1,Grocery Store,79.896
FDX07,,Regular,0.022808,Fruits and Vegetables,183.495,OUT027,1985,Medium,Tier 3,Supermarket Type3,4577.375
FDW16,17.35,Regular,0.041474,Frozen Foods,93.0804,OUT046,1997,Small,Tier 1,Supermarket Type1,826.9236
FDS11,,Regular,0.055289,Breads,222.5088,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.682
NCZ54,14.65,Low Fat,0.083699,Household,163.4552,OUT018,2009,Medium,Tier 3,Supermarket Type2,2599.283
FDH32,12.8,Low Fat,0.076046,Fruits and Vegetables,96.541,OUT035,2004,Small,Tier 2,Supermarket Type1,3765.099
NCQ17,,Low Fat,0.116366,Health and Hygiene,158.363,OUT027,1985,Medium,Tier 3,Supermarket Type3,4068.038
FDK38,6.65,Low Fat,0.05328,Canned,147.7734,OUT035,2004,Small,Tier 2,Supermarket Type1,2078.628
NCF55,6.675,Low Fat,0.021648,Household,35.6874,OUT013,1987,High,Tier 3,Supermarket Type1,952.7598
FDW39,6.69,Regular,0.037061,Meat,176.837,OUT018,2009,Medium,Tier 3,Supermarket Type2,1411.496
FDX36,,Regular,0.224607,Baking Goods,223.1404,OUT019,1985,Small,Tier 1,Grocery Store,450.0808
FDD47,7.6,reg,0.1427,Starchy Foods,171.7448,OUT045,2002,,Tier 2,Supermarket Type1,4431.565
FDQ46,7.51,Low Fat,0.103727,Snack Foods,110.6544,OUT013,1987,High,Tier 3,Supermarket Type1,1901.525
FDE56,,Regular,0.158425,Fruits and Vegetables,62.4194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2291.018
FDY39,,Regular,0.082341,Meat,185.7608,OUT019,1985,Small,Tier 1,Grocery Store,1470.086
FDG05,11,Regular,0.087847,Frozen Foods,156.863,OUT046,1997,Small,Tier 1,Supermarket Type1,2972.797
NCR54,,Low Fat,0.158563,Household,194.711,OUT019,1985,Small,Tier 1,Grocery Store,196.411
FDX57,17.25,reg,0.047459,Snack Foods,95.8068,OUT018,2009,Medium,Tier 3,Supermarket Type2,1263.688
FDC17,,Low Fat,0.015386,Frozen Foods,208.9928,OUT027,1985,Medium,Tier 3,Supermarket Type3,9678.069
DRL60,,Low Fat,0.047377,Soft Drinks,150.6682,OUT019,1985,Small,Tier 1,Grocery Store,457.4046
FDO32,6.36,Low Fat,0.120443,Fruits and Vegetables,45.406,OUT013,1987,High,Tier 3,Supermarket Type1,1118.544
NCO29,11.15,Low Fat,0.032229,Health and Hygiene,163.2526,OUT013,1987,High,Tier 3,Supermarket Type1,1480.073
FDJ36,,Regular,0.127639,Baking Goods,104.5332,OUT027,1985,Medium,Tier 3,Supermarket Type3,2563.33
NCF54,18,Low Fat,0.047473,Household,170.5422,OUT045,2002,,Tier 2,Supermarket Type1,3103.96
FDV04,7.825,Regular,0.149987,Frozen Foods,158.8288,OUT035,2004,Small,Tier 2,Supermarket Type1,1414.159
NCK30,14.85,Low Fat,0.102066,Household,254.2698,OUT010,1998,,Tier 3,Grocery Store,1775.689
FDX09,,Low Fat,0.114243,Snack Foods,174.937,OUT019,1985,Small,Tier 1,Grocery Store,176.437
FDH53,20.5,Regular,0.019184,Frozen Foods,83.7592,OUT013,1987,High,Tier 3,Supermarket Type1,1403.506
FDT22,10.395,Low Fat,0.112325,Snack Foods,60.622,OUT045,2002,,Tier 2,Supermarket Type1,778.986
DRF25,,Low Fat,0.068153,Soft Drinks,36.019,OUT019,1985,Small,Tier 1,Grocery Store,73.238
FDG56,13.3,Regular,0.071597,Fruits and Vegetables,60.8536,OUT045,2002,,Tier 2,Supermarket Type1,918.804
FDG38,,Regular,0.052474,Canned,83.6224,OUT027,1985,Medium,Tier 3,Supermarket Type3,3494.118
FDS34,19.35,Regular,0.076915,Snack Foods,114.8518,OUT045,2002,,Tier 2,Supermarket Type1,1707.777
FDP44,16.5,Regular,0.079838,Fruits and Vegetables,102.1332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1743.064
FDW03,5.63,Regular,0.024521,Meat,102.8306,OUT013,1987,High,Tier 3,Supermarket Type1,1986.081
FDU25,12.35,LF,0.02679,Canned,58.9246,OUT018,2009,Medium,Tier 3,Supermarket Type2,926.7936
NCR17,9.8,Low Fat,0.024433,Health and Hygiene,116.4492,OUT045,2002,,Tier 2,Supermarket Type1,2780.381
FDY39,5.305,Regular,0.04722,Meat,181.9608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2388.89
FDA03,18.5,Regular,0.045534,Dairy,146.3102,OUT049,1999,Medium,Tier 1,Supermarket Type1,3645.255
FDG58,10.695,Regular,0,Snack Foods,156.1972,OUT046,1997,Small,Tier 1,Supermarket Type1,1869.566
NCB19,6.525,Low Fat,0.090806,Household,86.4882,OUT017,2007,,Tier 2,Supermarket Type1,1631.876
FDI07,12.35,Regular,0.033813,Meat,198.1426,OUT049,1999,Medium,Tier 1,Supermarket Type1,3757.109
NCS06,7.935,Low Fat,0.031731,Household,261.091,OUT035,2004,Small,Tier 2,Supermarket Type1,2366.919
FDX03,15.85,Regular,0.102262,Meat,47.1744,OUT010,1998,,Tier 3,Grocery Store,90.5488
NCK29,5.615,LF,0,Health and Hygiene,121.973,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46
FDH16,10.5,Low Fat,0.052512,Frozen Foods,90.783,OUT013,1987,High,Tier 3,Supermarket Type1,1258.362
FDA55,,Regular,0.056713,Fruits and Vegetables,223.8088,OUT027,1985,Medium,Tier 3,Supermarket Type3,5592.72
FDS20,8.85,Low Fat,0.053951,Fruits and Vegetables,182.7292,OUT049,1999,Medium,Tier 1,Supermarket Type1,4925.588
FDS31,13.1,Regular,0.044192,Fruits and Vegetables,180.3318,OUT046,1997,Small,Tier 1,Supermarket Type1,2345.613
FDA23,,Low Fat,0.046959,Baking Goods,101.3016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2327.637
NCU18,15.1,Low Fat,0.055829,Household,140.2496,OUT035,2004,Small,Tier 2,Supermarket Type1,2681.842
FDE11,17.7,Regular,0.134984,Starchy Foods,184.4924,OUT013,1987,High,Tier 3,Supermarket Type1,3146.571
FDE44,14.65,Low Fat,0,Fruits and Vegetables,49.7692,OUT045,2002,,Tier 2,Supermarket Type1,837.5764
FDV51,16.35,Low Fat,0.032539,Meat,165.7842,OUT046,1997,Small,Tier 1,Supermarket Type1,2652.547
FDK51,19.85,Low Fat,0.005265,Dairy,264.5884,OUT017,2007,,Tier 2,Supermarket Type1,5829.745
FDR36,6.715,Regular,0.121833,Baking Goods,43.5454,OUT045,2002,,Tier 2,Supermarket Type1,838.908
FDU40,20.85,Low Fat,0.037404,Frozen Foods,192.5478,OUT046,1997,Small,Tier 1,Supermarket Type1,2906.217
FDU37,,Regular,0.104002,Canned,79.796,OUT027,1985,Medium,Tier 3,Supermarket Type3,4074.696
FDV47,17.1,low fat,0.054162,Breads,85.3566,OUT013,1987,High,Tier 3,Supermarket Type1,1775.689
FDF04,,Low Fat,0.023877,Frozen Foods,258.6304,OUT019,1985,Small,Tier 1,Grocery Store,516.6608
FDX16,17.85,Low Fat,0.065798,Frozen Foods,147.805,OUT035,2004,Small,Tier 2,Supermarket Type1,1947.465
NCL05,19.6,Low Fat,0.047858,Health and Hygiene,45.077,OUT013,1987,High,Tier 3,Supermarket Type1,605.878
NCL30,,Low Fat,0.048703,Household,125.9336,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.682
NCR06,12.5,Low Fat,0.006765,Household,41.7112,OUT046,1997,Small,Tier 1,Supermarket Type1,383.5008
FDX03,15.85,Regular,0.06122,Meat,45.6744,OUT045,2002,,Tier 2,Supermarket Type1,633.8416
FDR32,6.78,Regular,0,Fruits and Vegetables,227.4694,OUT046,1997,Small,Tier 1,Supermarket Type1,3197.172
FDX04,19.6,Regular,0.041564,Frozen Foods,47.6376,OUT035,2004,Small,Tier 2,Supermarket Type1,335.5632
DRH01,17.5,Low Fat,0.098458,Soft Drinks,171.7738,OUT017,2007,,Tier 2,Supermarket Type1,2432.833
FDO57,20.75,Low Fat,0.108931,Snack Foods,160.9578,OUT045,2002,,Tier 2,Supermarket Type1,1444.12
FDD11,,Low Fat,0.030468,Starchy Foods,254.704,OUT027,1985,Medium,Tier 3,Supermarket Type3,3036.048
DRM47,9.3,Low Fat,0.073288,Hard Drinks,189.1846,OUT010,1998,,Tier 3,Grocery Store,382.1692
NCC54,17.75,Low Fat,0.097692,Health and Hygiene,242.4196,OUT035,2004,Small,Tier 2,Supermarket Type1,5543.451
FDC45,17,Low Fat,0.135944,Fruits and Vegetables,171.5106,OUT049,1999,Medium,Tier 1,Supermarket Type1,1539.995
FDW46,,Regular,0.123089,Snack Foods,63.6484,OUT019,1985,Small,Tier 1,Grocery Store,65.2484
FDP40,4.555,Regular,0.034329,Frozen Foods,110.1544,OUT013,1987,High,Tier 3,Supermarket Type1,1230.398
FDM08,10.1,Regular,0.089689,Fruits and Vegetables,225.5088,OUT010,1998,,Tier 3,Grocery Store,1342.253
FDV52,20.7,Regular,0.12171,Frozen Foods,119.7466,OUT049,1999,Medium,Tier 1,Supermarket Type1,2003.392
DRB24,8.785,Low Fat,0.020619,Soft Drinks,153.0656,OUT045,2002,,Tier 2,Supermarket Type1,4170.571
NCC54,17.75,LF,0.163548,Health and Hygiene,239.3196,OUT010,1998,,Tier 3,Grocery Store,723.0588
FDV38,,Low Fat,0.178193,Dairy,54.9956,OUT019,1985,Small,Tier 1,Grocery Store,109.1912
FDB36,5.465,Regular,0.048626,Baking Goods,129.2626,OUT045,2002,,Tier 2,Supermarket Type1,1311.626
DRH51,,Low Fat,0.170214,Dairy,89.5856,OUT019,1985,Small,Tier 1,Grocery Store,175.7712
FDV45,,Low Fat,0.044829,Snack Foods,187.4556,OUT027,1985,Medium,Tier 3,Supermarket Type3,7510.224
NCL29,,Low Fat,0.113388,Health and Hygiene,156.9604,OUT027,1985,Medium,Tier 3,Supermarket Type3,1584.604
FDU14,17.75,Low Fat,0.058169,Dairy,249.575,OUT010,1998,,Tier 3,Grocery Store,499.35
FDH17,16.2,Regular,0.01665,Frozen Foods,97.4726,OUT035,2004,Small,Tier 2,Supermarket Type1,1174.471
FDQ15,20.35,Regular,0.151045,Meat,79.2276,OUT035,2004,Small,Tier 2,Supermarket Type1,649.8208
FDZ44,8.185,Low Fat,0.038948,Fruits and Vegetables,115.4808,OUT017,2007,,Tier 2,Supermarket Type1,820.2656
FDM32,20.5,Low Fat,0.020689,Fruits and Vegetables,88.183,OUT018,2009,Medium,Tier 3,Supermarket Type2,719.064
NCP29,8.42,Low Fat,0.11225,Health and Hygiene,64.3168,OUT035,2004,Small,Tier 2,Supermarket Type1,703.0848
FDG53,10,Low Fat,0.046116,Frozen Foods,141.818,OUT017,2007,,Tier 2,Supermarket Type1,838.908
FDT25,7.5,Low Fat,0.050958,Canned,122.4072,OUT018,2009,Medium,Tier 3,Supermarket Type2,2572.651
FDM39,,Low Fat,0.053212,Dairy,177.6002,OUT027,1985,Medium,Tier 3,Supermarket Type3,8417.709
FDW35,10.6,Low Fat,0.011112,Breads,43.8454,OUT045,2002,,Tier 2,Supermarket Type1,671.1264
FDD10,20.6,Regular,0.077029,Snack Foods,177.2344,OUT010,1998,,Tier 3,Grocery Store,892.172
FDH08,,Low Fat,0.017345,Fruits and Vegetables,230.801,OUT027,1985,Medium,Tier 3,Supermarket Type3,5283.123
DRG37,16.2,Low Fat,0.019457,Soft Drinks,153.9972,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.378
FDU01,20.25,Regular,0.012063,Canned,183.5924,OUT017,2007,,Tier 2,Supermarket Type1,2406.201
NCZ17,12.15,Low Fat,0.079755,Health and Hygiene,36.6506,OUT018,2009,Medium,Tier 3,Supermarket Type2,493.3578
FDU34,,LF,0.074831,Snack Foods,125.9046,OUT027,1985,Medium,Tier 3,Supermarket Type3,4482.166
FDB16,8.21,Low Fat,0.044917,Dairy,88.5198,OUT035,2004,Small,Tier 2,Supermarket Type1,1133.857
FDG10,6.63,Regular,0.01831,Snack Foods,57.7588,OUT010,1998,,Tier 3,Grocery Store,57.2588
FDH46,6.935,Regular,0.041248,Snack Foods,101.8332,OUT013,1987,High,Tier 3,Supermarket Type1,2255.73
FDC16,,Regular,0.02047,Dairy,88.254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.066
FDH50,15,Regular,0.161405,Canned,185.8266,OUT035,2004,Small,Tier 2,Supermarket Type1,1844.266
NCZ18,7.825,Low Fat,0.186068,Household,255.4698,OUT046,1997,Small,Tier 1,Supermarket Type1,5073.396
FDJ32,10.695,LF,0.057792,Fruits and Vegetables,61.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,428.7752
DRI23,18.85,Low Fat,0,Hard Drinks,162.0578,OUT035,2004,Small,Tier 2,Supermarket Type1,3209.156
DRD01,12.1,Regular,0.061271,Soft Drinks,53.2614,OUT049,1999,Medium,Tier 1,Supermarket Type1,386.8298
FDY02,8.945,Regular,0.087824,Dairy,261.091,OUT045,2002,,Tier 2,Supermarket Type1,3418.883
FDG38,8.975,Regular,0.052811,Canned,86.6224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1704.448
NCG30,20.2,Low Fat,0.112496,Household,124.4046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.541
FDO31,6.76,Regular,0.029101,Fruits and Vegetables,80.696,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272
NCU42,9,Low Fat,0.019546,Household,168.1474,OUT045,2002,,Tier 2,Supermarket Type1,4211.185
NCG30,20.2,Low Fat,0.112549,Household,123.1046,OUT045,2002,,Tier 2,Supermarket Type1,1120.541
NCA30,19,Low Fat,0,Household,189.1872,OUT046,1997,Small,Tier 1,Supermarket Type1,567.2616
FDF29,15.1,Regular,0.019918,Frozen Foods,129.431,OUT013,1987,High,Tier 3,Supermarket Type1,3505.437
FDI14,14.1,Low Fat,0.089817,Canned,142.7496,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74
FDY57,20.2,Regular,0.121443,Snack Foods,94.9752,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.253
